"Pasta - Fettuccine, Egg, Fresh,""1H7mvBDvEDaAjPUMh7noBqLvwfdtzKYdAu"",""$8.87"",""80"","""","""""
"Tea - Herbal I Love Lemon,""1Hx4zp8kHyn1KcHXRqimPTAspsE3D8qn4a"",""$9.91"",""81"","""","""""
"Soup - Campbells Beef Strogonoff,""1ENnoskjMMsA2ZByCtKiA1hDEkJC8Fd9ym"",""$2.93"",""82"","""","""""
"Quail - Whole, Bone - In,""1Lo7JN574hUYcRmrmfvEsCCechYEEb7N74"",""$4.49"",""83"","""","""""
"Ecolab - Ster Bac,""1GThzUqbNkU3pCjNpagmv1pLags77jVkxW"",""$4.34"",""84"","""","""""
"Marzipan 50/50,""1GWX17yNo6T1AzbFZQevjxnnJEoxd1DHPV"",""$3.59"",""85"","""","""""
"Hummus - Spread,""1Dwtyfvymep9qnjMiPc61WKPbGfAJu4QZT"",""$3.09"",""86"","""","""""
"Bread - Sour Sticks With Onion,""1EvBhCGAfr2EKjs3dGYbpaBVnokxAMFTxr"",""$9.96"",""87"","""","""""
"Rice - 7 Grain Blend,""1Chc5gCqigy3Nrvgmj3CUNbNStmVhgBK4p"",""$5.90"",""88"","""","""""
"Eggs - Extra Large,""19cNhnSNs4XeRG9vVwWEp5Mex6ED2y3gsr"",""$3.09"",""89"","""","""""
"Wine - Ej Gallo Sierra Valley,""1PbaAMu4mUEPz4xTHZoX9aUtgsgch6ePdm"",""$9.66"",""90"","""","""""
"Papadam,""1Ewn3sSR9WFTswJs5butbtN1tK3oLUDJnj"",""$7.03"",""91"","""","""""
"Lady Fingers,""1KoM88LGA7116L2oPBDVZVMjErhei4xKrC"",""$8.98"",""92"","""","""""
"Curry Powder Madras,""19RfBgKFfAY3k56zs8mY8WkbnkfHqUwwFD"",""$0.43"",""93"","""","""""
"Steel Wool,""1KAQsoqb5aocNtTJPfv1FVr5g8byJS7MjF"",""$6.02"",""94"","""","""""
"Shopper Bag - S - 4,""1HTdL6bCncupVJommMA3ambRqCej11SrwE"",""$5.28"",""95"","""","""""
"Salt - Seasoned,""17YEgJ8Xi6fd1mJdTjwBoA1QynBp2GAaHP"",""$5.13"",""96"","""","""""
"Sea Bass - Whole,""14h82H7mDW3iZoNnWrUtPAeuZDv8dHGCSo"",""$7.67"",""97"","""","""""
"Wine - White, Gewurtzraminer,""1FY8BPH3rm2t7oRyhnXBUgLpQVn89vX6he"",""$2.12"",""98"","""","""""
"English Muffin,""17w3i6yBqbb47MXY68oKqucc2BzkyBbkBQ"",""$1.84"",""99"","""","""""
"Soup Campbells Split Pea And Ham,""1L1zdDT9t6bndKbZrfhMWMWheFzWu4Dbf7"",""$0.55"",""100"","""","""""
"Pants Custom Dry Clean,""1MiFY2bXRoh6cxTq51Ws58ddTv6Wu4sxW5"",""$8.84"",""101"","""","""""
"Energy Drink Red Bull,""12oESPv1inLnzaJXqx68BjiwEVgwLJbxxe"",""$2.63"",""102"","""","""""
"Napkin White,""1HV78iJMNXbifVv6fProY6yQVnXdFdsuHb"",""$1.93"",""103"","""","""""
"Savory,""1EVHJU7i4DyynTuxvuTV1pWu1eTZYtPg86"",""$8.53"",""104"","""","""""
"Trout - Rainbow, Frozen,""1QHaXmY9b2gGD3dXxVAPNKxeNpSDCyAwf"",""$2.39"",""105"","""","""""
"Mushroom - Morel Frozen,""1BEZjmeJf7NA8usVy8id3YCpbtFU742vmB"",""$2.52"",""106"","""","""""
"Crackers - Melba Toast,""1GXttwSpzyHN8D77qKdihFUYESv4VwLN5c"",""$2.63"",""107"","""","""""
"Tomatoes,""1C1Td94ArCKnARHNsh9Cfar6J9NwQNJhGz"",""$3.74"",""108"","""","""""
"Milk - Buttermilk,""1BdWhPLo66F7NkVrD8B3vdGt6Z7jejo2QF"",""$2.80"",""109"","""","""""
"Cheese - Pont Couvert,""1FadTqwEDxemuTFudf5HK6Wdeb9BGgLc8E"",""$2.97"",""110"","""","""""
"Sausage - Andouille,""1HiZptMzY27EUrsJYQGDmQP1hp2tvpoJ5f"",""$5.91"",""111"","""","""""
"Soup - Knorr, Classic Can. Chili,""113mJCaEZVcMchW5Ey1FmSHrfJdWXUafUN"",""$4.85"",""112"","""","""""
"Rice - Sushi,""1LYTarLKcd6zYrJaDH1w9dDiC3aaAXiMRF"",""$7.87"",""113"","""","""""
"Napkin White,""1A5TG6uRZ8KtkPXD5wypjhVvKFsvLCUhGU"",""$5.12"",""114"","""","""""
"Banana - Leaves,""16aRUNrDCQQzd4xqqxTUETASQFpNqKKWwf"",""$2.82"",""115"","""","""""
"Syrup - Monin - Blue Curacao,""17DHdSR1mZGfmUQdkrjAtvSS5nmFcvSEqZ"",""$9.22"",""116"","""","""""
"Sauce - Soya, Dark,""1HE7SJYVVNkyJ5g16ZypFSxCjqNeCs3pbW"",""$5.64"",""117"","""","""""
"Triple Sec - Mcguinness,""1HZ1jQuNXR3GNER8nzYe5EVr4qgSZddVcR"",""$4.72"",""118"","""","""""
"Oil - Sesame,""1EQ65w6ZnNbKvCGKDhocqyfsQ7dSANCBBu"",""$1.89"",""119"","""","""""
"Sour Puss Raspberry,""1HPEDkXN6LMva52Dd179xU2Br7iDf78r2v"",""$3.16"",""120"","""","""""
"Sugar - Brown,""1D7LnKz3kTTx9zUPrGGBufXS5D1LExheyD"",""$3.27"",""121"","""","""""
"Muffin Puck Ww Carrot,""1CcUbSumNmtz4Kn286AeN5mHrBPwGfC8X8"",""$4.08"",""122"","""","""""
"Soup - Campbells Chili,""1Pd3SyPaeQCJKXnsLXFgddt4UChXbYWPJV"",""$8.74"",""123"","""","""""
"Sobe - Liz Blizz,""1HBepG38wXKjT3u5YbsjZMxMnNyZSnprpQ"",""$9.87"",""124"","""","""""
"Juice - Grape, White,""13LhLtFMQVcmLu1WRXbC6FRLXUHjfB7aGc"",""$6.26"",""125"","""","""""
"Wine - Saint Emilion Calvet,""1NmqC6fkxB4uGWWwoY5ZFmYzqKd4pMxbFy"",""$3.62"",""126"","""","""""
"Pie Filling - Pumpkin,""1G4nEbqhKmX2w3gYcqGdMuUhppJhwqHjYJ"",""$8.75"",""127"","""","""""
"Wine - Rosso Del Veronese Igt,""12y5JKrzfanfevARLQVHRXtBKN1ubhemeV"",""$5.23"",""128"","""","""""
"Salt And Pepper Mix - Black,""1BrJBNxytznZxAX2asjmPpNKp9EDMzbTY7"",""$6.15"",""129"","""","""""
"Cake - Cheese Cake 9 Inch,""1KondWmZHvfsrwGvW327XhxAMGQbBmX9gg"",""$1.51"",""130"","""","""""
"Huck White Towels,""1PJiWy4gfG8zuKeCQJqKKpEHd5VctmUWUU"",""$7.82"",""131"","""","""""
"Longos - Assorted Sandwich,""1bEjfYs5easHRUn2YUc72F3XpDJLDjbSV"",""$9.32"",""132"","""","""""
"Nantucket Orange Juice,""1CBLVui9BbBZmouQzNt1XgqG2iaUGy5ney"",""$4.32"",""133"","""","""""
"Towel - Roll White,""1AbFmGV8FwCPuPg4Hn9Qnwe4FH4tAaRoDv"",""$2.07"",""134"","""","""""
"Pork - Bones,""1MobvNehKcoG1akypfNhksXZSZAEphxXsS"",""$0.84"",""135"","""","""""
"Rum - Light, Captain Morgan,""1KqYzkpNu56u9qw1c13JntHcknisKdAugw"",""$8.30"",""136"","""","""""
"Cake - Miini Cheesecake Cherry,""1LExyUJs1m8U87KTZm96Jsxf3GCq1z4JFJ"",""$5.72"",""137"","""","""""
"Wakami Seaweed,""14xggXmBMsWBnxDqsXEiQCLjBFKjDPhL8m"",""$6.83"",""138"","""","""""
"Muskox - French Rack,""1M4cNQiNYUmCJJpUHGgfyrFJxxDcxGp1xL"",""$0.50"",""139"","""","""""
"Water - Spring Water, 355 Ml,""1Q4G61qYNq6msPWtsGuCqQQfqyFH6Bubet"",""$8.44"",""140"","""","""""
"Cookie - Oreo 100x2,""1KmPm3sTGzDsRrzewChKdZg9PRz3LM84TN"",""$0.03"",""141"","""","""""
"Container - Clear 32 Oz,""1LEKD94qVycbtxsRTEFRTCjEPag5mdj8E1"",""$3.35"",""142"","""","""""
"Bread - Roll, Italian,""1KfNc5FjakwuyWK4vrvEZLmDEWzniuET2R"",""$5.70"",""143"","""","""""
"Wine - Chardonnay South,""1BHiHJSu9DoQMfgvqJcHFmGMcEwq1mgcEC"",""$3.03"",""144"","""","""""
"Ice Cream - Vanilla,""18NuBLXRTKbSf4URhRGEjQVG24oNPBsT3X"",""$0.02"",""145"","""","""""
"Longos - Grilled Salmon With Bbq,""14EEmUGT3cipPQMMy5dALwdpwiDci4veTf"",""$0.23"",""146"","""","""""
"Juice - Tomato, 48 Oz,""1JLaJanJBJ66eqVSCFjr9dC24vEjMgQgrh"",""$3.89"",""147"","""","""""
"Beef - Striploin,""1J21E1WhP41fZdJC7cLwydfVyQnKiJyAX"",""$5.84"",""148"","""","""""
"Transfer Sheets,""1LFHzmrkzdKsrnronnhnrvmjVrDZAYf8ge"",""$1.61"",""149"","""","""""
"Soup - French Onion,""1FA5m2kBtWjzE43Mp4kZm7yCzT1kqLwFSt"",""$6.20"",""150"","""","""""
"Cookies Cereal Nut,""19FxtNBcQwkNGaEH7jU6NSiKCJiy2UCo9B"",""$2.36"",""151"","""","""""
"Bulgar,""1GRptzJZd5oVV8sjLArL4rbdpsytjRQ1K3"",""$4.72"",""152"","""","""""
"Pie Filling - Cherry,""1KEdnwfrKHHt14ht8XB1PhKXCihSNZSZop"",""$1.69"",""153"","""","""""
"Tray - 12in Rnd Blk,""19PaRQhCPAaMx87vLJEQohQWXn7NPX7c8q"",""$4.62"",""154"","""","""""
"Coffee Cup 8oz 5338cd,""1KMcbDhx9zXVp7iHbSNiStSMv6zECghKRZ"",""$7.36"",""155"","""","""""
"Milk - Buttermilk,""16GBNcT112eosdgK4f1KDk36h1GTkXxoiC"",""$4.98"",""156"","""","""""
"Flower - Dish Garden,""19HPxH3jRLLij1vUJAVR8ip6Zpdv5nGveo"",""$5.33"",""157"","""","""""
"Pastry - Cherry Danish - Mini,""1HzY48DmCPX5qtqfuMQ5shJ7w1EQJsxxPe"",""$0.74"",""158"","""","""""
"Cheese - Pont Couvert,""1ESfDEGyKqTG7oqvMh5ABKkHCwUjWDYW8W"",""$3.34"",""159"","""","""""
"Beets - Pickled,""1HsbZrL2QVz7ifGZmQH1detB6fCH2DVWZD"",""$6.36"",""160"","""","""""
"Duck - Breast,""1JQqK717NfvAtahAs9sVHdKNpZ9LUZTcfW"",""$8.93"",""161"","""","""""
"Eggplant Italian,""1JQT2rUA2wpiH8FabacHUWkEHRdZ14shk5"",""$5.31"",""162"","""","""""
"Chutney Sauce,""1Vegr1XqG6ET1wo5A2EgqY9hVF9cxytGV"",""$10.00"",""163"","""","""""
"Carbonated Water - Strawberry,""1vuiRsYZhaojhBG5yLn25ZPsTKcEWTGJk"",""$7.17"",""164"","""","""""
"Nut - Pine Nuts, Whole,""1CPnJAMACHGSJuqGuFuaU18PoXDA11hLFt"",""$3.43"",""165"","""","""""
"Potatoes - Mini Red,""143GTKaPFDXChjkRVmcU174Q2U5xhVinSb"",""$0.13"",""166"","""","""""
"Muffin - Banana Nut Individual,""1AfQBfAQYwdk3W49uo7FdYadsP7tH3fsXy"",""$3.93"",""167"","""","""""
"Chocolate - Dark Callets,""1E5HPCQPE8gzzwWBFHRnYyXYoepLnM1h6e"",""$2.17"",""168"","""","""""
"Chips - Assorted,""17DB8iZXuY4BnpjWMzuBjQL47vMLMgJC1A"",""$9.57"",""169"","""","""""
"Chickensplit Half,""1HpxSytSPGmBEz8QV9oeWiiMq4WevHKrRG"",""$4.30"",""170"","""","""""
"Island Oasis - Ice Cream Mix,""14KTD9455gCVirmku836qxdbcQPBA682fL"",""$9.10"",""171"","""","""""
"Wine - White, Pelee Island,""1NLXVk68EjVfeiB37DKSmns3hoXwk8yqxu"",""$0.46"",""172"","""","""""
"Juice - Mango,""1NomyfP5zW5LHU4u8n5ekG6DvM2hWE9Mde"",""$8.43"",""173"","""","""""
"Broom - Angled,""12sGw7j4HX1fzwPdg78HRoJNQB7tX5MhDF"",""$5.78"",""174"","""","""""
"Macaroons - Two Bite Choc,""1HGRvfNTUUvoXt3tYm151MjhrH95P4TrTh"",""$1.65"",""175"","""","""""
"Scallops - U - 10,""15m5Mv87vij45nEQ4BDHBVFTktfwC9Kcmf"",""$6.21"",""176"","""","""""
"Pasta - Penne Primavera, Single,""1NoxYnRzic6qXZRDCGvbcNcZKTk9FQPP6B"",""$5.13"",""177"","""","""""
"Bread - White Mini Epi,""1HaTLhWVSg8C5LwwZEf3ExcWw7L7uNxocN"",""$5.60"",""178"","""","""""
"Oyster - In Shell,""141Y9XFnTFsvzsFujNEAHdrLNFvbAYsszL"",""$8.54"",""179"","""","""""
"Peach - Fresh,""1Lr5UADN9xr6GFDAHHzgDTzugy2rJybexa"",""$4.96"",""180"","""","""""
"Bread - Crumbs, Bulk,""1DbVriudxs3grVAroVJb5r4JKGvLd1noha"",""$2.27"",""181"","""","""""
"Island Oasis - Pina Colada,""19usyFTvvtvigEuABkQS8v3Ge3F6sUQKp3"",""$0.25"",""182"","""","""""
"Tea - Herbal - 6 Asst,""1PNfa7fRRsnsPVWxyMY5Tg8UaZhUaTYpxQ"",""$4.18"",""183"","""","""""
"Scallops - In Shell,""1Bh9Gt5MDpaeQJHLzYUKQNCgXEMCg3JCwq"",""$2.52"",""184"","""","""""
"Cardamon Ground,""199rWFXzk8nomxsCMJKKt9dcqXciPm1GSX"",""$0.42"",""185"","""","""""
"Pork - Bacon, Double Smoked,""1JTCZqHVAkNgjjKQgaQjQRRwh7DPPvB1Xt"",""$4.02"",""186"","""","""""
"Garlic Powder,""1HQcGoNb16jhBq24pQw2VvdZzmoxnJ5bxb"",""$0.90"",""187"","""","""""
"Wine - Red, Pinot Noir, Chateau,""1QD5PcXF3u48CNCxtTiajFXBH7oRViGris"",""$9.46"",""188"","""","""""
"Yogurt - Strawberry, 175 Gr,""1EGQL4mqxXBz3fGQ6oXMX6tUw9RSR56WYs"",""$0.24"",""189"","""","""""
"Rum - Mount Gay Eclipes,""145V45BGYLMZiUoXNoYfF3A8h2qksz3T61"",""$5.28"",""190"","""","""""
"Wine - White, Ej,""1DCf5WoX58iPBi8186b2hwrafJozGWw2ih"",""$9.87"",""191"","""","""""
"Bread - Rye,""12RibrpDp74b6cKCkhxeSVV3ev62jaR14S"",""$0.81"",""192"","""","""""
"Vinegar - Cider,""15hAM13r7dy7B7Mzyn8WZtKbKAHYHDjzvM"",""$8.41"",""193"","""","""""
"Wine - Red, Metus Rose,""1G2gWqdemribmiX91RVWHmCaAn5FeX9Zqu"",""$9.88"",""194"","""","""""
"Container - Hngd Cll Blk 7x7x3,""1JL4qi26XpTcdwZzWKnLy8iXEvnkrniXmF"",""$0.07"",""195"","""","""""
"Sauce - Plum,""1DjJoFEyGskDJjHX19cJSgf1Jy4K6zpDyu"",""$1.28"",""196"","""","""""
"Beef - Montreal Smoked Brisket,""1JFoXD3FKMjYse6fUQ4RYEMhJYnK8yDH4C"",""$7.19"",""197"","""","""""
"Pepper - Black, Whole,""1CajDwKtPQmH46hiB9BXTa17kAvWpAr8Nc"",""$6.53"",""198"","""","""""
"Chocolate - Pistoles, Lactee, Milk,""16yF8nvqNgrxi8Jj68p9KbNPgsFFvM9et1"",""$6.64"",""199"","""","""""
"Appetizer - Veg Assortment,""1KsEKmtkwk8iXN3wgHVfF94i2U4vhmj2HJ"",""$7.52"",""200"","""","""""
"Kellogs Raisan Bran Bars,""1DQ9vZDhmTZtcoAMDYb7UtF3duuBPRZc2y"",""$9.78"",""201"","""","""""
"Sunflower Seed Raw,""124Lf4eNGBNy2xvBUBQW3ybJuWSkG6sNMZ"",""$2.81"",""202"","""","""""
"Pork - Liver,""15kXFvRugrtgAKrCZPUoLReS6MPc7a94LW"",""$6.16"",""203"","""","""""
"Numi - Assorted Teas,""18dkzZezWw2zQpVy3AHKwnBvrvJi6vC2qa"",""$0.86"",""204"","""","""""
"Pear - Packum,""1G9fuyf7hsC2HA83rcn9jtPYxsoazyH6hj"",""$3.62"",""205"","""","""""
"Stock - Chicken, White,""14WmXKHjSzAdiiYry3RNPAWYATs5RjZVBi"",""$6.88"",""206"","""","""""
"Vinegar - Red Wine,""1J9rH4JoorSnstWfwqXJcandfKLyscKmwM"",""$7.80"",""207"","""","""""
"Veal - Provimi Inside,""18VtdwKRapNQNyYAoZVXU3XAZ4VAiyNy3S"",""$3.79"",""208"","""","""""
"Water - San Pellegrino,""1NcsckacsKkJ9KqNuVHbQmsynJmQZL8CDr"",""$4.55"",""209"","""","""""
"Salt - Table,""12aXfSuuUjBVH6UevcyYWcTejdMXnuPb1N"",""$7.07"",""210"","""","""""
"Cheese - Parmesan Cubes,""1GHo1X2uiswAgvattdZ7jN3jKPsVLEV2yU"",""$8.07"",""211"","""","""""
"Turnip - White, Organic,""1Aivo3wYdj7H8j8pvhMZehvTXry29u6LHK"",""$8.58"",""212"","""","""""
"Gherkin,""1GFr6yhnBgMFBUCVPiU7BP93hm3Jfjr3Rg"",""$6.73"",""213"","""","""""
"Curry Powder Madras,""1EtRHWmmyLCptUoE3UCF91NoWp3mjZnrGF"",""$6.77"",""214"","""","""""
"Mushroom - Morels, Dry,""1DwbncknT47dVn19VQYyGZbtXeyAktPysA"",""$9.28"",""215"","""","""""
"Bar Special K,""1B5mBgEqLv521ugnXzvvBmfFhk3CuHvP4S"",""$2.05"",""216"","""","""""
"Jam - Raspberry,""1yGg2wUDzJgTBMJC7qNRnCjfHqa4RrV35"",""$6.73"",""217"","""","""""
